Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name
CA-2015-111199,13/11/15,17/11/15,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,South,OFF-PA-10001790,Office Supplies,Paper,Xerox
CA-2015-105312,06/11/15,09/11/15,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,West,OFF-EN-10002600,Office Supplies,Envelopes,Redi-Strip #10 Envelopes/ 4 1/8 x 9 1/2
CA-2015-105312,06/11/15,09/11/15,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders
US-2017-106705,26/12/17,01/01/18,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Burlington,Iowa,Central,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book/ 5 1/2"" X 4"""
CA-2017-135034,01/08/17,03/08/17,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker
CA-2014-158540,24/11/14,26/11/14,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Diego,California,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat/ 52"" x 58""/ Clear"
CA-2017-118437,17/06/17,21/06/17,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
CA-2017-118437,17/06/17,21/06/17,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,West,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File
US-2015-126214,21/12/15,24/12/15,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables
US-2015-126214,21/12/15,24/12/15,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,West,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard
CA-2015-133025,17/09/15,19/09/15,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,West,OFF-PA-10004100,Office Supplies,Paper,Xerox
CA-2015-108665,06/07/15,10/07/15,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs
CA-2015-108665,06/07/15,10/07/15,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
CA-2015-108665,06/07/15,10/07/15,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4
CA-2015-108665,06/07/15,10/07/15,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart 
CA-2015-124450,27/04/15,03/05/15,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,East,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors
CA-2015-124450,27/04/15,03/05/15,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair
CA-2015-124450,27/04/15,03/05/15,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,East,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone
CA-2015-167269,16/06/15,20/06/15,Standard Class,PB-19150,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes
CA-2017-106964,17/12/17,20/12/17,First Class,HR-14770,Hallie Redmond,Home Office,United States,Los Angeles,California,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs
CA-2016-126529,11/01/16,13/01/16,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,OFF-PA-10001166,Office Supplies,Paper,Xerox
CA-2016-126529,11/01/16,13/01/16,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,OFF-PA-10003656,Office Supplies,Paper,Xerox
CA-2016-126529,11/01/16,13/01/16,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset
CA-2014-163552,11/07/14,15/07/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper
CA-2014-163552,11/07/14,15/07/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G
CA-2014-163552,11/07/14,15/07/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
CA-2014-163552,11/07/14,15/07/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
CA-2014-163552,11/07/14,15/07/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514
CA-2016-109820,20/11/16,22/11/16,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,East,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes
CA-2016-109820,20/11/16,22/11/16,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch
CA-2016-109820,20/11/16,22/11/16,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems
CA-2016-113061,22/04/16,26/04/16,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,Central,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
CA-2015-127418,13/06/15,14/06/15,First Class,JJ-15445,Jennifer Jackson,Consumer,United States,Los Angeles,California,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts
CA-2017-121818,20/11/17,21/11/17,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,South,OFF-AR-10000203,Office Supplies,Art,Newell 336
CA-2017-121818,20/11/17,21/11/17,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,South,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors
CA-2016-127670,20/03/16,24/03/16,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables
CA-2016-102981,06/09/16,09/09/16,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack
CA-2016-102981,06/09/16,09/09/16,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,East,FUR-BO-10001811,Furniture,Bookcases,Atlantic Metals Mobile 5-Shelf Bookcases/ Custom Colors
CA-2017-115651,09/07/17,12/07/17,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,Central,OFF-AR-10001130,Office Supplies,Art,Quartet Alpha White Chalk/ 12/Pack
CA-2017-115651,09/07/17,12/07/17,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
CA-2017-152702,12/10/17,16/10/17,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Rockford,Illinois,Central,FUR-CH-10002304,Furniture,Chairs,Global Stack Chair without Arms/ Black
CA-2016-169103,08/03/16,13/03/16,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone
CA-2016-169103,08/03/16,13/03/16,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,South,FUR-FU-10004006,Furniture,Furnishings,Deflect-o DuraMat Lighweight/ Studded/ Beveled Mat for Low Pile Carpeting
CA-2014-139192,27/05/14,01/06/14,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter
CA-2014-139192,27/05/14,01/06/14,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,West,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac
US-2015-153500,03/07/15,05/07/15,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
US-2015-153500,03/07/15,05/07/15,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001307,Office Supplies,Paper,Important Message Pads/ 50 4-1/4 x 5-1/2 Forms per Pad
US-2015-153500,03/07/15,05/07/15,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock"
CA-2015-110667,04/04/15,08/04/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils
CA-2015-110667,04/04/15,08/04/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,East,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets
CA-2015-110667,04/04/15,08/04/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
CA-2015-110667,04/04/15,08/04/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders
CA-2017-167150,10/12/17,17/12/17,Standard Class,BP-11185,Ben Peterman,Corporate,United States,San Diego,California,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements
CA-2017-167150,10/12/17,17/12/17,Standard Class,BP-11185,Ben Peterman,Corporate,United States,San Diego,California,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size/ Piano-Hinge Binder/ 2""/ Blue"
CA-2016-105284,24/11/16,01/12/16,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips
US-2015-125374,23/03/15,29/03/15,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,Houston,Texas,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair
CA-2015-161263,16/04/15,21/04/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
CA-2015-161263,16/04/15,21/04/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,East,OFF-FA-10004838,Office Supplies,Fasteners,Super Bands/ 12/Pack
CA-2015-161263,16/04/15,21/04/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils
CA-2015-161263,16/04/15,21/04/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402
CA-2015-161263,16/04/15,21/04/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,East,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins
CA-2015-161263,16/04/15,21/04/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,East,OFF-BI-10004330,Office Supplies,Binders,GBC Velobind Prepunched Cover Sets/ Regency Series
CA-2016-157686,01/10/16,02/10/16,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,West,FUR-CH-10001146,Furniture,Chairs,Global Value Mid-Back Manager's Chair/ Gray
US-2017-139955,28/09/17,30/09/17,Second Class,CM-12160,Charles McCrossin,Consumer,United States,Brownsville,Texas,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover
US-2015-150161,25/07/15,29/07/15,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
CA-2015-144652,20/11/15,26/11/15,Standard Class,SN-20560,Skye Norling,Home Office,United States,Los Angeles,California,West,OFF-AR-10003732,Office Supplies,Art,Newell 333
CA-2016-152814,28/04/16,02/05/16,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Denver,Colorado,West,OFF-PA-10001970,Office Supplies,Paper,Xerox
CA-2017-106943,14/11/17,19/11/17,Standard Class,FO-14305,Frank Olsen,Consumer,United States,New York City,New York,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips
CA-2016-134348,12/11/16,19/11/16,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder
CA-2016-134348,12/11/16,19/11/16,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders
CA-2016-134348,12/11/16,19/11/16,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads
CA-2016-161781,29/09/16,30/09/16,First Class,CC-12100,Chad Cunningham,Home Office,United States,Columbus,Indiana,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328
CA-2017-132521,23/09/17,25/09/17,Second Class,DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,West,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
CA-2017-132521,23/09/17,25/09/17,Second Class,DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box
CA-2017-132521,23/09/17,25/09/17,Second Class,DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs
CA-2015-110016,29/11/15,04/12/15,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper
CA-2015-110016,29/11/15,04/12/15,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10002880,Furniture,Chairs,Global High-Back Leather Tilter/ Burgundy
US-2016-143819,01/03/16,05/03/16,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables
US-2016-143819,01/03/16,05/03/16,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper
US-2016-143819,01/03/16,05/03/16,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart
US-2016-143819,01/03/16,05/03/16,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder
CA-2016-167584,12/08/16,12/08/16,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox
CA-2016-166163,15/08/16,20/08/16,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile)
CA-2016-166163,15/08/16,20/08/16,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488
CA-2017-158407,04/06/17,10/06/17,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
CA-2017-158407,04/06/17,10/06/17,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit
CA-2015-143490,06/12/15,13/12/15,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners
CA-2015-143490,06/12/15,13/12/15,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone
CA-2015-165085,27/12/15,31/12/15,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,East,OFF-PA-10000605,Office Supplies,Paper,Xerox
CA-2015-165085,27/12/15,31/12/15,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,East,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center
CA-2017-160423,21/01/17,26/01/17,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,South,OFF-ST-10004340,Office Supplies,Storage,Fellowes Mobile File Cart/ Black
CA-2017-160423,21/01/17,26/01/17,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers
CA-2014-159338,25/06/14,28/06/14,First Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables
CA-2016-107216,14/06/16,17/06/16,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,West,OFF-AR-10001545,Office Supplies,Art,Newell 326
CA-2016-107216,14/06/16,17/06/16,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,West,FUR-FU-10000206,Furniture,Furnishings,GE General Purpose/ Extra Long Life/ Showcase & Floodlight Incandescent Bulbs
CA-2016-107216,14/06/16,17/06/16,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390
CA-2016-107216,14/06/16,17/06/16,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,West,OFF-AR-10002255,Office Supplies,Art,Newell 346
US-2017-145863,21/04/17,27/04/17,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders
US-2017-145863,21/04/17,27/04/17,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders
CA-2016-112340,21/10/16,27/10/16,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Riverside,California,West,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book/ 11 x 5-3/4"
US-2016-110156,19/11/16,24/11/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-ST-10000642,Office Supplies,Storage,Tennsco Lockers/ Gray
US-2016-110156,19/11/16,24/11/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,FUR-FU-10000206,Furniture,Furnishings,GE General Purpose/ Extra Long Life/ Showcase & Floodlight Incandescent Bulbs
US-2016-110156,19/11/16,24/11/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,GBC Standard Recycled Report Covers/ Clear Plastic Sheets
US-2016-110156,19/11/16,24/11/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples
US-2016-110156,19/11/16,24/11/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-EN-10003798,Office Supplies,Envelopes,Recycled Interoffice Envelopes with Re-Use-A-Seal Closure/ 10 x 13
US-2016-110156,19/11/16,24/11/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector
US-2016-110156,19/11/16,24/11/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox
US-2016-110156,19/11/16,24/11/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems
CA-2017-140585,18/12/17,23/12/17,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies
CA-2017-140585,18/12/17,23/12/17,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,West,FUR-BO-10002206,Furniture,Bookcases,Bush Saratoga Collection 5-Shelf Bookcase/ Hanover Cherry/ *Special Order
CA-2017-140585,18/12/17,23/12/17,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard
CA-2016-144855,22/07/16,24/07/16,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels
CA-2015-142755,04/09/15,08/09/15,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,OFF-PA-10001970,Office Supplies,Paper,Xerox
CA-2015-142755,04/09/15,08/09/15,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard
CA-2015-142755,04/09/15,08/09/15,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books/ 6"" x 9"""
CA-2015-142755,04/09/15,08/09/15,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes
US-2014-147627,20/01/14,26/01/14,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C
US-2014-147627,20/01/14,26/01/14,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,OFF-AR-10002375,Office Supplies,Art,Newell 351
US-2014-147627,20/01/14,26/01/14,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,FUR-FU-10003194,Furniture,Furnishings,Eldon Expressions Desk Accessory/ Wood Pencil Holder/ Oak
US-2014-147627,20/01/14,26/01/14,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,OFF-AR-10003811,Office Supplies,Art,Newell 327
US-2014-147627,20/01/14,26/01/14,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope
US-2014-147627,20/01/14,26/01/14,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms
CA-2015-105970,02/03/15,07/03/15,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils
CA-2015-105970,02/03/15,07/03/15,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes
CA-2016-112102,12/04/16,16/04/16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table
CA-2016-112102,12/04/16,16/04/16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,OFF-PA-10000100,Office Supplies,Paper,Xerox
CA-2016-112102,12/04/16,16/04/16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes
US-2016-114776,06/12/16,07/12/16,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,West,OFF-PA-10004100,Office Supplies,Paper,Xerox
US-2016-134908,05/06/16,09/06/16,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-ST-10003479,Office Supplies,Storage,Eldon Base for stackable storage shelf/ platinum
US-2016-134908,05/06/16,09/06/16,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502
US-2016-148803,11/12/16,11/12/16,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote
CA-2016-152170,12/11/16,15/11/16,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-EN-10002831,Office Supplies,Envelopes,Tyvek  Top-Opening Peel & Seel  Envelopes/ Gray
CA-2016-152170,12/11/16,15/11/16,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
CA-2016-152170,12/11/16,15/11/16,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox
CA-2016-152170,12/11/16,15/11/16,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332
CA-2016-152170,12/11/16,15/11/16,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders
CA-2014-146969,29/09/14,03/10/14,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps
CA-2014-146969,29/09/14,03/10/14,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins
